Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.81355E-6,70.250177271,0.727097899,0.122165254,0.726894898,0.725032678
2.81546E-6,70.50010445,0.72733934,0.121066316,0.72934222,0.727674723
2.8174E-6,70.750203902,0.727582772,0.119967378,0.731795723,0.730205523
2.81927E-6,71.000190463,0.727817433,0.118869678,0.734230685,0.732875379
2.82136E-6,71.25007214,0.728080288,0.117773215,0.736650197,0.735573046
2.82344E-6,71.500137108,0.728340782,0.116676753,0.739122239,0.737881358
2.8256E-6,71.750110094,0.728612453,0.115581527,0.741560292,0.740467781
2.8277E-6,72.000268116,0.72887523,0.114486302,0.744053965,0.742553606
2.8297E-6,72.250040826,0.729124749,0.113393552,0.746513647,0.74491754
2.8319E-6,72.500001818,0.729399676,0.112300802,0.74899187,0.74714242
2.8341E-6,72.750155662,0.72967446,0.111208052,0.751411382,0.749867898
2.83627E-6,73.000216608,0.729945041,0.110116539,0.753843254,0.752482131
2.83842E-6,73.250187271,0.730213045,0.109026264,0.756299846,0.754818255
2.84055E-6,73.500062236,0.730477631,0.107937227,0.758725538,0.757432489
2.84273E-6,73.750125781,0.73074942,0.106848189,0.76112342,0.760324832
2.84497E-6,74.000098219,0.731027763,0.105760389,0.763555292,0.762800011
2.8473E-6,74.250270969,0.731316704,0.10467259,0.765953173,0.765581111
2.8495E-6,74.500075244,0.731589414,0.103587265,0.768428306,0.767611314
2.85179E-6,74.750080219,0.731873424,0.10250194,0.770826188,0.770336791
2.85394E-6,75.000274489,0.732138305,0.101416615,0.7732766,0.772561671
2.85616E-6,75.250093553,0.732412971,0.100333765,0.775680662,0.775175905
2.85854E-6,75.500111472,0.732707487,0.099250915,0.778081633,0.77784576
2.8609E-6,75.750050231,0.732997813,0.098169303,0.780491875,0.780432183
2.86324E-6,76.000195621,0.733286647,0.097087691,0.782926837,0.782712685
2.86562E-6,76.25026038,0.733579399,0.096007316,0.785364889,0.784993186
2.86792E-6,76.500243965,0.733861338,0.094928179,0.787806031,0.787273688
2.87023E-6,76.750139491,0.734144833,0.09385028,0.790197733,0.789943544
2.87269E-6,77.000242005,0.734447484,0.09277238,0.792635785,0.792196234
2.87506E-6,77.250266803,0.734737009,0.091695718,0.795089287,0.794282059
2.87737E-6,77.500209567,0.735020427,0.090620293,0.797508799,0.79653475
2.87982E-6,77.75007198,0.735318858,0.089546107,0.799922131,0.798787441
2.88233E-6,78.000147926,0.735625741,0.08847192,0.802304562,0.801457296
2.88478E-6,78.250151269,0.735924532,0.08739897,0.804714804,0.80379342
2.88748E-6,78.500091329,0.736253771,0.086327258,0.807109595,0.806212977
2.8899E-6,78.750251229,0.736548475,0.085255546,0.809504386,0.808688155
2.8925E-6,79.000050293,0.73686458,0.08418631,0.811859007,0.811358011
2.89494E-6,79.250067595,0.737159974,0.083117073,0.814241438,0.813916623
2.89753E-6,79.500013742,0.737474573,0.082049074,0.81663005,0.816336179
2.90016E-6,79.750183454,0.737792562,0.080981074,0.819024841,0.818727925
2.90293E-6,80.000005556,0.738127385,0.07991555,0.821469073,0.820591262
2.90564E-6,80.250065789,0.738455338,0.078850026,0.823845324,0.823010818
2.90833E-6,80.500066233,0.738780034,0.077785739,0.826261746,0.825068832
2.91129E-6,80.750019654,0.739135826,0.07672269,0.828644177,0.827432767
2.91395E-6,81.000212983,0.73945596,0.075659641,0.831063689,0.829435159
2.91679E-6,81.250058519,0.739797896,0.074599067,0.833501741,0.831270684
2.91985E-6,81.500156394,0.740164545,0.073538493,0.835915073,0.833328698
2.92284E-6,81.750224797,0.7405229,0.072479157,0.838260424,0.835942932
2.92567E-6,82.000247907,0.74086161,0.071421058,0.840602684,0.838584976
2.92857E-6,82.250222306,0.741208832,0.070364196,0.842941854,0.84119921
2.9315E-6,82.50015349,0.741558442,0.069308573,0.845265575,0.843924688
2.93461E-6,82.750047692,0.741928516,0.068254186,0.847651096,0.846038324
2.93766E-6,83.000200631,0.742292211,0.0671998,0.850011897,0.84845788
2.94065E-6,83.250024781,0.742647295,0.066147889,0.852385058,0.85068276
2.94372E-6,83.500107592,0.743012411,0.065095978,0.854755129,0.85290764
2.9468E-6,83.750160976,0.743376786,0.064045304,0.85711593,0.855188141
2.94979E-6,84.000179607,0.743730578,0.062995868,0.85947673,0.85738521
2.953E-6,84.250161149,0.744110896,0.061947669,0.86176646,0.86016631
2.95623E-6,84.500119082,0.744491451,0.060900708,0.864130351,0.862252134
